小浪底
t	流量		含沙量(kg/m3)
1200	2490	0
1224	2180	0
1248	2160	0
1272	2160	0
1296	2150	0
1320	2140	0
1344	2170	0
1368	2120	0
1392	3260	0
1416	4470	0
1440	4720	0
1464	4650	0
1488	5160	0
1512	5140	0
1536	5060	0
1560	4170	0
1584	4560	0
1608	4560	0
1632	4450	4.314606742
1656	4360	8.73853211
1680	3620	20.96685083
1704	3010	192.358804
1728	2510	98.4063745
1752	2500	46
1776	2280	33.90350877
1800	1500	25.33333333
1824	1540	19.41558442
1848	1890	21.00529101
1872	2040	19.41176471
1896	1820	16.20879121
1920	1950	14.56410256
1944	2100	11.38095238
1968	1990	8.492462312
1992	2080	8.701923077
2016	2360	10.50847458
2040	2350	22.42553191
2064	2380	19.91596639
2088	2290	71.1790393
2112	3680	151.3586957
2136	2140	102.8037383
2160	2110	44.50236967
2184	2820	34.0070922
2208	2530	31.46245059
2232	2870	35.88850174
2256	2020	36.58415842
2280	1680	59.52380952
2304	2580	24.65116279
2328	2190	17.03196347
2352	2780	13.77697842
2376	2760	13.55072464
2400	2610	10.30651341
2424	2310	11.68831169
2448	1240	13.5483871
2472	1820	25.10989011
2496	1870	26.68449198
2520	1890	31.64021164
2544	1930	24.97409326
2568	2450	11.3877551
2592	3100	4.774193548
2616	3240	2.712962963
2640	2370	2.535864979
2664	1750	2.577142857
2688	1750	8.4
2712	1800	11.16666667
2736	1780	8.033707865
2760	2900	4.896551724
2784	4170	2.398081535
2808	4110	1.418491484
2832	4100	0.890243902
2856	4100	0.509756098
2880	4120	0.157281553
2904	4080	0.029166667
2928	4100	1.773170732
2952	3950	6.379746835
2976	4070	8.86977887
3000	4040	7.995049505
3024	4050	6.790123457
